CAM	participantCAM	dateCAMcreated	dateConceptCreated	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:46:31Z	e080dd30-286b-4542-b518-4e46ea69e9d7	sea level rise	-1		2023-12-10T10:46:31Z	496.3333	90.5	FALSE	1	1	1	TRUE	rising sea level_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:46:59Z	c8dc4e45-7b5a-4330-a7d2-d489ad32de68	species extinction	-1		2023-12-10T10:46:59Z	653.3333	88.5	FALSE	1	1	1	TRUE	destruction of the environment_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:47:25Z	8c2734f1-82fc-49fd-88df-3e0c248d4386	measures	10		2023-12-10T10:47:25Z	786.3333	182.5	FALSE	1	1	1	TRUE	general measures against climate change_ambivalent
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:48:42Z	543dccd3-6f19-42f4-bddb-6eda15329417	energy transition	1		2023-12-10T10:48:42Z	982.3333	46.5	FALSE	1	1	1	TRUE	green technologies_positive
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:48:56Z	7db47076-c613-4cb8-a4e3-b7301876a687	energy efficiency	1		2023-12-10T10:48:56Z	885.3333	77.5	FALSE	1	1	1	TRUE	green technologies_positive
ac65f89b-77aa-4a16-9186-0ce6d4964205	65410ad762a7e3c570b6273c	2023-12-10T10:35:12Z	2023-12-10T10:49:13Z	b97fd938-beb2-4457-80ff-eed8d140bf9b	reducing meat consumption	1		2023-12-10T10:49:13Z	968.3333	120.5	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:33:57Z	02f294dc-7153-439d-b5a2-1e8f30df48b4	climate change	-3		2023-12-10T10:33:57Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:34:18Z	c653e3ae-d15e-46e0-b6e9-6c05cc185b61	natural disaster	-3		2023-12-10T10:34:18Z	995	406	FALSE	1	1	1	TRUE	natural disaster_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:34:55Z	7a223457-3e62-4c8e-8c2c-0f7e694d9c3e	climate migration	-2		2023-12-10T10:34:55Z	852	622	FALSE	1	1	1	TRUE	social consequences_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:36:14Z	b37b09f6-5b52-4e3e-9c99-129ec2c22572	climate activism	2		2023-12-10T10:36:14Z	445	378	FALSE	1	1	1	TRUE	activism_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:36:48Z	7d808dd7-4459-45ee-a243-d543f57cd10f	paris agreement	10	Es ist gut. Aber sie wird nicht richtig umgesetzt.	2023-12-10T10:36:48Z	794	258	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:36:59Z	03a4e08d-467e-4a64-bc5e-0df82bff9efe	climate defeatism	-2	Viele Menschen kampfen nicht, weil sie denken, dass es sinnlos ist.	2023-12-10T10:36:59Z	300	567	FALSE	1	1	1	TRUE	negative emotions_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:39:00Z	c6e5591d-3834-4742-9f14-240239bae612	developing countries harmed.	-3		2023-12-10T10:39:00Z	505	561	FALSE	1	1	1	TRUE	social consequences_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:40:14Z	781785db-cf8c-4794-ae42-bb0a028d42b8	green new deal	2		2023-12-10T10:40:14Z	1004	170	FALSE	1	1	1	TRUE	political measures against climate change_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:40:45Z	c11c166f-6a61-4d75-9075-b53b1d5c3198	green energy	3		2023-12-10T10:40:45Z	433	138	FALSE	1	1	1	TRUE	green technologies_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:41:43Z	3024aab8-586e-4800-818c-56ca1fc1fc2c	regulation of companies	3	Es wird nicht genug getan. Aber es ist entscheidend. Denn sie setzen die meisten Kohlenstoffemissionen frei.	2023-12-10T10:41:43Z	663	83	FALSE	1	1	1	TRUE	political measures against climate change_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:43:18Z	ad61f72e-c759-45f9-b25e-eed62e07cf71	awareness raising	2	Manchmal können die schlechtesten Aussichten die Menschen lehren. Es kann ein Katalysator für uns sein, um besser zu werden.	2023-12-10T10:43:18Z	1045	285	FALSE	1	1	1	TRUE	environmental consciousness_positive
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:45:49Z	e2e02817-70cb-4224-a412-6b9a740ea16d	disaster capitalism	-3	Viele Unternehmen machen sich dieses Desaster zunutze. Sie bieten gefalschte Lösungen an. Weil sie mehr Geld wollen.	2023-12-10T10:45:49Z	494	275	FALSE	1	1	1	TRUE	industry_negative
96328cf1-ed80-4289-8795-233d93caf8db	6053d1011605ac6f3164bc99	2023-12-10T10:33:56Z	2023-12-10T10:48:42Z	62c0f1c2-1150-4c37-b06d-854cfa7db20a	greenwashing	-2		2023-12-10T10:48:42Z	312	250	FALSE	1	1	1	TRUE	industry_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:46:29Z	99214e57-23b0-443d-9bcc-94fd4c45f210	climate change	3		2023-12-10T10:46:29Z	650	400	TRUE	0	0	0	TRUE	Climate Change_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:47:43Z	44f2d3bf-be6c-4a5d-9db4-d860e97e4ed0	crop yields	2		2023-12-10T10:47:43Z	771.5	327	FALSE	1	1	1	TRUE	impact on agriculture_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:49:26Z	bc82ab5e-7f58-44d7-adff-7c960f841ef6	extreme weather	-1		2023-12-10T10:49:26Z	768.5	487	FALSE	1	1	1	TRUE	natural disaster_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:50:02Z	c95f119a-b700-4910-9375-f3cd357c0997	healthy food	3		2023-12-10T10:50:02Z	984.5	242	FALSE	1	1	1	TRUE	health and food_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:50:53Z	61d32b14-c275-4af4-910f-f2765f0a2102	melting glaciers	-3		2023-12-10T10:50:53Z	891.5	554	FALSE	1	1	1	TRUE	global warming_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:51:24Z	0300bd60-ca1d-4ff6-99ba-41b511017b73	tourism	1		2023-12-10T10:51:24Z	583.5	575	FALSE	1	1	1	TRUE	rest_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:52:05Z	ac978ace-15a6-4330-9b5f-edaf190c2800	food shortage	-3		2023-12-10T10:52:05Z	913.5	407	FALSE	1	1	1	TRUE	danger to humanity_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:52:50Z	91086341-aa81-4e3c-9678-46e118e983aa	sea routes	1		2023-12-10T10:52:50Z	746.5	645	FALSE	1	1	1	TRUE	rest_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:53:08Z	f3f9f5b7-732a-4808-bb63-531bf36e756f	hunger	-2		2023-12-10T10:53:08Z	1092.5	462	FALSE	1	1	1	TRUE	danger to humanity_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:53:34Z	99930d60-03f7-43bd-9c3b-c8c975d54bbd	energy transformation	2	vermehrte Nutzung erneuerbarer Energiequellen	2023-12-10T10:53:34Z	528.5	301	FALSE	1	1	1	TRUE	green technologies_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:53:48Z	02572037-1428-4773-bdba-54e2b87bdbf5	species extinction	-3		2023-12-10T10:53:48Z	490.5	474	FALSE	1	1	1	TRUE	destruction of the environment_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:54:53Z	33354bfb-d82b-4899-ae3c-84a9b46bac6e	research	2		2023-12-10T10:54:53Z	653.5	255	FALSE	1	1	1	TRUE	science_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	65465caa5dcdb76a16d563b3	2023-12-10T10:46:28Z	2023-12-10T10:55:13Z	46e175cb-ead3-40a8-94ee-479cae6d00ca	migration	-3		2023-12-10T10:55:13Z	1100.5	339	FALSE	1	1	1	TRUE	social consequences_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:36:59Z	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0		2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:37:18Z	8b01c3ab-3854-4eb3-93b4-958e792aa19d	extreme weather events	-3		2023-12-10T10:37:18Z	784	264	FALSE	1	1	1	TRUE	natural disaster_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:38:36Z	9654db92-2af6-4eec-983a-ae7ab56adbd9	destruction of the environment	-3		2023-12-10T10:38:36Z	841	413	FALSE	1	1	1	TRUE	destruction of the environment_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:39:17Z	3ceb4b34-43c0-4809-9a21-db85f7faa877	environmentally friendly behavior	3		2023-12-10T10:39:17Z	499	346	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:42:10Z	56cf4f25-d4ea-439f-856c-5d5b2cb37b7e	famine	-3		2023-12-10T10:42:10Z	885	554	FALSE	1	1	1	TRUE	danger to humanity_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:43:01Z	5a0b8855-bb61-4f9b-913b-ca2ccc1688e8	increased species extinction	-3		2023-12-10T10:43:01Z	1015	362	FALSE	1	1	1	TRUE	destruction of the environment_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:43:46Z	ffcbb0c0-cd86-4355-b4bc-0460f38bd772	renewable energy 	3		2023-12-10T10:43:46Z	455	489	FALSE	1	1	1	TRUE	green technologies_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:43:47Z	8e282115-5cce-4a1a-9151-272f106b67a1	destruction of human habitat	-3		2023-12-10T10:43:47Z	927	190	FALSE	1	1	1	TRUE	danger to humanity_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:45:53Z	0386fbbf-7294-4d09-92a5-659326e6b21f	sustainable behavior	2		2023-12-10T10:45:53Z	395	207	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:47:13Z	baba20d0-cd15-415d-8cd5-7ed8bbca476e	expensive for consumers	0		2023-12-10T10:47:13Z	490	593	FALSE	1	1	1	TRUE	costs_neutral
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:47:21Z	96117279-374e-46f2-8c7b-2d1690a9c5ba	zero waste	1		2023-12-10T10:47:21Z	289	326	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:50:04Z	e62aa1c5-7933-4214-8d7a-b8e716c3475b	future generations suffer	-3		2023-12-10T10:50:04Z	696	519	FALSE	1	1	1	TRUE	global dimension_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	2023-12-10T10:36:58Z	2023-12-10T10:51:15Z	8053cc8a-660c-490a-a584-cd0d0c087426	heat	-2		2023-12-10T10:51:15Z	651	197	FALSE	1	1	1	TRUE	natural disaster_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:28:52Z	8c0213df-d5a3-443f-8a2c-d0019cbed284	climate change	-3		2023-12-10T10:28:52Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:29:12Z	d4c93f00-0ebb-4d4b-9643-abd5b061f589	co2 emission	-3		2023-12-10T10:29:12Z	866.8889	264.3333	FALSE	1	1	1	TRUE	scientific explanation_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:29:29Z	43a1b242-79ce-482d-967e-d8ed06336adc	renewable energy 	3		2023-12-10T10:29:29Z	967.8889	463.3333	FALSE	1	1	1	TRUE	green technologies_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:29:46Z	fc301c69-3f02-4fae-b98e-764c0199f410	cost issue	10		2023-12-10T10:29:46Z	778.8889	579.3333	FALSE	1	1	1	TRUE	costs_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:29:54Z	bcdbcc81-1900-4b6d-9cce-6689052b0e3b	sustainability	3		2023-12-10T10:29:54Z	507.8889	277.3333	FALSE	1	1	1	TRUE	protection of the environment_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:30:08Z	03847f72-3a6b-4105-a9b1-dec3f0581f5b	lifestyle adaptation	10		2023-12-10T10:30:08Z	680.8889	163.3333	FALSE	1	1	1	TRUE	environmental friendly behavior_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:30:26Z	2097142d-6bde-4f6f-a49d-e93c4c84ce03	rainforest clearing	-3		2023-12-10T10:30:26Z	525.8889	555.3333	FALSE	1	1	1	TRUE	destruction of the environment_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:30:40Z	64f7bbc1-c6ea-4562-97eb-ed364cfa85f8	species extinction	-3		2023-12-10T10:30:40Z	329.8889	505.3333	FALSE	1	1	1	TRUE	destruction of the environment_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:30:56Z	3f892527-aff8-44f7-be6d-b66344f791ba	adaptation of means of transportation	10		2023-12-10T10:30:56Z	1074.8889	310.3333	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:31:30Z	caad6b31-59bf-48e1-a04a-aacf1af4369e	vegan/ vegetarian	1		2023-12-10T10:31:30Z	283.8889	180.3333	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:31:52Z	3180febb-87fc-40e4-8e4e-90fae96a3dc0	political stance	10		2023-12-10T10:31:52Z	937.8889	112.3333	FALSE	1	1	1	TRUE	politics_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	60fd19bb0d1f1d54adccc4fa	2023-12-10T10:28:51Z	2023-12-10T10:32:15Z	c94e41bd-f30b-4392-abb1-e9ab18448fd8	corruption	-3		2023-12-10T10:32:15Z	317.8889	334.3333	FALSE	1	1	1	TRUE	politics_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:32:03Z	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	climate change	0		2023-12-10T10:32:03Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:32:26Z	fa83d70d-3e0a-4b21-9a7a-725362c8e91f	the greens (political party)	-2		2023-12-10T10:32:26Z	857	584	FALSE	1	1	1	TRUE	politics_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:32:50Z	3da0b23b-a01d-483f-9b65-ac02e3747b1b	climate gluer	-3		2023-12-10T10:32:50Z	992	485	FALSE	1	1	1	TRUE	activism_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:32:58Z	ee18a27f-6cd5-45dd-89c4-795a92418341	higher electricity prices	-3		2023-12-10T10:32:58Z	107	673	FALSE	1	1	1	TRUE	costs_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:33:12Z	4311de40-a58f-49e9-9447-740e73fc5e6e	little snow	10		2023-12-10T10:33:12Z	840	216	FALSE	1	1	1	TRUE	global warming_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:33:38Z	23ef9a08-80e2-4792-8ce0-87e6dd4b6660	warmer temperatures	2		2023-12-10T10:33:38Z	661	210	FALSE	1	1	1	TRUE	global warming_positive
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:33:58Z	975881e0-ad93-44c3-9ae8-b3bd3fc7dcf1	higher taxes	-3		2023-12-10T10:33:58Z	271	610	FALSE	1	1	1	TRUE	political measures against climate change_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:34:18Z	9201d6ab-b69b-4851-829a-4212b27bc3ba	overdramatization	-2		2023-12-10T10:34:18Z	404	602	FALSE	1	1	1	TRUE	denial_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:35:09Z	1a5a1a1b-172b-4f71-8669-64f78624896b	fewer nuclear power plants	10		2023-12-10T10:35:09Z	449	235	FALSE	1	1	1	TRUE	nuclear power_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:35:58Z	555a473c-02ed-48c7-9429-47b01fbd2e45	animal mortality	-1		2023-12-10T10:35:58Z	562	616	FALSE	1	1	1	TRUE	destruction of the environment_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:36:22Z	f5da1b90-b865-4278-96dd-d524faabd77b	afd	10		2023-12-10T10:36:22Z	388	329	FALSE	1	1	1	TRUE	politics_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:37:07Z	7548ac75-8877-4a2a-9a01-fd7a84e3e708	decrease in heating costs	3		2023-12-10T10:37:07Z	779	105	FALSE	1	1	1	TRUE	positive consequences_positive
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	650a5cc55e8ddf8bae0b81fb	2023-12-10T10:32:02Z	2023-12-10T10:37:59Z	0d8f9674-f123-4a7a-8b42-662dafc08cfa	not now!	-3		2023-12-10T10:37:59Z	297	138	FALSE	1	1	1	TRUE	rest_negative
